user,ulasan,label,tanggal
Azizah Mode,Ongkirnya jadi mahal karena gak bisa pilih jasa kirim . Buat kalian yang mau download apk ini mending pikir pikir dulu . Karena ongkirnya mahal ditambah lagi gak bisa pilih jasa kirim . Ongkirnya jadi 2 kali lipat dari biasanya,0,16 Maret 2021
Erni Pangestu,Kenapa ya shoppe pay letter saya tiap bulan limit berkurang pdahal saya bayar tepat waktu malah sblm tanggal jatuh temponya,0,02 Maret 2021
tekhnik sukses,"Mohon direspon kepada shopee, untuk pengembalian dana dari shopeepay mohon jangan dipersulit, saya verifikasi foto sampai 8kali gagal terus chat sama opratornya ya cuma disuruh ft lagi trus gda kejelasan sampe 4 hari gmn nihhhh...????",0,21 Februari 2021
YOUTUb ecek ecek penilikan,Saya saranin yang di ungah di fb kalo di cari di tampilkAn jangan suruh download lagi udah punya aplikasi nya suruh downlod lagi,0,03 Maret 2021
Zoothera Interpres,kenapa shopee selalu lama saat tarik dana masuk ke rekening yang awalnya dulu cepat sekali.. mohon segera diperbaiki masalah ini.. sangat kerepotan kalau kondisi sedang urgent. terimaksih,0,04 Maret 2021
Wina Widiana,Saya belanja 700rb dan pakai vocher cashback . Pas pesanan diselesaika koin gak masuk . Kurang puas sama shopee yg skrg .,0,07 Maret 2021
lina retaa,"sekarang shopee ga kayak dlu lagi!!!!!! sekarang gratis ongkir sedikit cmn bisa digunakan shopeepay/spletter!!!!! dlu banyak bgt gratis ongkir rp0 sekarang ga ada, cod pun jg ga ada!!!! jd males!",0,21 Februari 2021
Sireum Ateul,"Mau transaksi susah amat dari tadi ! Pada saat klik ""buat pesanan"" error terus, ada pop-up muncul dengan keterangan ""Ups halaman sedang dalam perbaikan,mohon tunggu sebentar."" Sudah ditunggu dari tadi tapi masih seperti itu saja, tolong dong diperbaiki ! Jangan sampai jadi APLIKASI GAK BERGUNA !!!",0,08 Januari 2021
Triza vivi,Selama ini blnja di shoope slalu puas sama produknya. Amanah juga.. Sering2 ya ada ongkir gratis😁,0,28 Februari 2021
Laila Musrifah,Kk saya kok mau ngasih lokasi ke olshop nya kan Tapi kok kecamatan nya kok gaada yang sumberasih ya Saya jadi gk bisa ngasih lokasi jadinya Mohon di perbaiki,0,08 Maret 2021
Vito Pr2323,Kenapa akhir akhir ini koin shopee saya berkurang trs lama lama nol sendiri padahal g saya pake buat apa apa,0,26 Februari 2021
Yusuf Muhammad,Kok shopee makin sampah ya min? Hampir 50% sesuatu yg saya cari ga pernah ada si shopee alias diblokir. Mending Tokopedia,0,16 Maret 2021
Linda rosdiana,"aku udah lama pakai shope ... baru kali ini ada kendala shopepay susah bgtt buat tff.. padahal sebelumnya ok aja ,, tapi sudah beberpa hari susah buat tff padahal saldo masih ada ,, kecewa",0,23 Februari 2021
Dash Phone,"Kok gak bisa ya buat cekout , harus nunggu vertifikasi lama bgt terus nggak tau barang udah di kemas atau belum nya",0,13 Maret 2021
Endang Rosiana,Saya hampir 3th langganan dishope tapi kali ini kecewa... Dg ongkir yg mahal dan pemilihan expedisi pengiriman yg ditentukan oleh shope.. Tolong berikan hak kami untuk memilih karena kami lebih tau yg kita butuhkan dan yg kita inginkan... Jangan ambil keputusan yg memberatkan customer kalian,0,17 Maret 2021
Sarintan 8 C,"Shoope selalu bermasalah,masa aku mau mesan brng trs pnct voucher gratis ongkir malah bilang nya udh dipakai padahal blm sama sekali semoga bisa diperbahurui lagi deh pesanan orng jdi tertunda tau gak ish",0,17 Maret 2021
Ririn W.Liani,"Enak sih.. jadi lebih mudah belanja.. Tapi giliran nyalain peringatan pas ada g Flazsale, ambyarr ga ada pemberitahuan apa2 🥴 udah gtu pas udah jamnya flazsale gue cari barangnya ga ada, tp pas barang habis muncul barangnya 😅 berkali2 loh seperti ini padahal signal lg oke..",0,26 Februari 2021
depan Belakang,"Aplikasi terlemot yg pernah saya download, udh d hpus chase, update apl, bahkan sampe hapus data, tp mash lemot parah. Ada apa denganmu shoopy? Niat mau belanja di shoopy akhirnya blanja d lazada.",0,22 Februari 2021
Sulistyo ririn,"Selama ini saya suka pakai shopee karena beberapa kemudahan dan promo2. Tapi kali ini saya benar2 kecewa. Terutama dalam menu shopee pay later. Di awal hanya tertulis biaya transaksi 1%. Ternyata pas dibayar ada biaya lain. Lumayan besar lagi. Harusnya kalau emang ada biaya2 tambahan, dicantumkan di awal, jadi orang mau pakek jasanya itu udah tau resikonya. Lah ini namanya penipuan sudah. Kita transaksi, gak ada info biaya tambahan, pas bayar cicilan tiba2 nambah aja.",0,06 Februari 2021
Mirshahep Rama,"Mohon maaf saya memilih bintang 1. Barang tidak sesuai yang kita inginkan, di gambar kita mau yang ini padahal barangnya tidak sama yang di gambar. Memang pengirimannya cepat lewat j&t packingnya bagus. Setelah diterima barangnya tidak sesuai keinginan. Mohon untuk developer di perbaiki lagi. Tolong awalnya semangat ternyata mengecewakan. 😑",0,25 Februari 2021
Febry Dedi Saputro,kenapa ya pengen nikmati vocer2 yang ada tp harus pembayaran pakek sopeepay.. padahal kita2 pilih pembayaran yang termudah...rugi kalau update terus🤣,0,10 Maret 2021
Bee Vip,"Katanya pengguna baru bisa dapet voucher gratis ongkir, ehh voucher gk bisa di pake. Udah nyoba pake 2 nomor tetep gak bisa",0,11 Maret 2021
Nata_ Natsu,"Alhmdlillh klau keamnan brangny, tp tdk mnjmin barangny ory. Krn prnah beli slh 1 produk stelah smpai trnyta KW jd ke ory. N. Brangny blm mnjmin, klau pengantrannya alhmdlillh diantr smpai drmh dgn slmat. Itu sj msih kndla yg sy tmui, sisany alhmdlillh blm ada.",0,09 Maret 2021
Ayip RHMN,Maaf knp tiba tiba gk bisa cod padahal setiap belanja di toko yg sama bisa cod ni semua toko di cekout gk bisa cod,0,25 Februari 2021
Rindi Sumpena,"kecewa sama shopee, udah transfer tapi ga masuk, jadi aja orderan gue cancel otomatis, padahal di rekening usah debit, disuruh print rekening koran udah print rekening koran tapi masih aja ga balik duit gue, sial",0,25 Februari 2021
Novarian Tandi,Mau ty kenapa sekarang aplikasinya minta update terus ya... kan kesel ya masa mau login aja mesti update lagi...update lagi 😣,0,07 Maret 2021
tuty awaliah,Kenapa saya tidak bisa masukkan biaya ongkos kirim? Mohon bantuan nya.dan tidak ada menu pengaturan toko,0,27 Februari 2021
Salma Solaya,Kasih bintang 1 ajaa dehh karna sekarang Ribett. Katanya mau diberlakukan gak bisa pilih ekspedisi sendiri wkwk,0,09 Maret 2021
Guntur Nugraha,"Shopee kalo ngasih promo jangan pelit.. Terlalu banyak Cash Back, padahal pembeli lebih ingin Gratis Ongkir.. Perbanyaklh promo Gratis ongkir tanpa minimun transaksi..agar pembeli dengan skala kecil dapat membeli barang tanpa terlalu di beratkan Ongkir.. Ini ada Gratis Ongkir, tapi Shopee pay/ shopee pay later dan dg S&K minimum transaksi.. Jangan terlalu memonopoli konsumen, jika anda tidak ingin di tinggal konsumen",0,23 Februari 2021
Vici Mahardhika,"Aplikasi maling pembayaran angsuran kredit saya 2 bulan belum masuk tapi di shopee dibilang berhasil , mencoba komplain ke pihak CS chat saya selalu diakhiri dan ada yg menjawab tp tidak memuaskan maksutnya apa SHOPEE ini , tolong kembalikan hak ORANG !!!!",0,26 Januari 2021
N_zabilla 28,Biaya penanganan sangat mahal padahal kami jualan ngambil untung ga seberapa eh masih harus ngurangi harga lagi biar bisa sesuai dengan total. Ini bukannya untung malah buntung. Tolong dong Shopee biaya penanganan jangan terlalu mahal biar kami tetep bisa setia jualan pake apk ini.,0,20 Februari 2021
Astri ani,Sumpah kecewa banget sama shopee sekarang:'( kembalikan pilihan ekspedisi kaya dulu ...,0,17 Maret 2021
satria gaming gamers,keren banget tapi sayang nya voucher gratis ongkir gak bisa di gunain tapi tolong pihak shoope benar kan sistem voucher Nya sekian dari saya,0,07 Maret 2021
Gama Dwipa,"Shopee gak jelas baget, daftar akun baru voucer gratis ongkir sudah digunakan.kapan saya pakai,baru aja saya daftar.sudah berapa kali saya daftarkan punya teman hasilnya sama seperti ini,sekarang nyesel bamget dowload shopee",0,21 Februari 2021
Difa Faradila,"Maaf knp shoppe sekarang lelet bgt ya Kalau lgi sale 1.1 2.2 3.3 dst pasti lgsg lelet / error, pdhl lgi butuh bgt pgn beli brng bkn krna promo juga, tpi mlh leletny minta ampun",0,03 Maret 2021
Andrian Pesona,"Dikiranya dengan kebijakan ekspedisi, buyer bertahan ya enggak lah, emang cuma si oren doang yg ada gratis ongkir.",0,18 Maret 2021
Natalia Damanik,"Udh Mayan, terimakasih shope udh bantu aku dalam jualan. Namun potongan ongkir buat daerah Sumatra Utara masih tergolong mahal. Mohon lebih minimal kan min ongkir nya. Kayak tahun 2017 dan 18 min. Waktu itu potongan gratis ongkirnya 50k. Jdi bisa pesanan sepuasnya",0,12 Februari 2021
Azizah Mode,Ongkirnya jadi mahal karena gak bisa pilih jasa kirim . Buat kalian yang mau download apk ini mending pikir pikir dulu . Karena ongkirnya mahal ditambah lagi gak bisa pilih jasa kirim . Ongkirnya jadi 2 kali lipat dari biasanya,0,16 Maret 2021
Wina Widiana,Saya belanja 700rb dan pakai vocher cashback . Pas pesanan diselesaika koin gak masuk . Kurang puas sama shopee yg skrg .,0,07 Maret 2021
Giovanno Soeriadanoeningrat,"Saya mau belanja pake Voucher gratis ongkir Pengguna Baru , Tapi kenaapa gagal gagal terus padahal saya belum pake itu vocher",0,03 Maret 2021
Rindu pulsa,Aplikasi sangat mengecewakan aplikasinya sangat lelet menguras emosi padahal Jaringan hp saya stabil...,0,13 Maret 2021
Arielia Zahwa,"barang mahal, kualitas zonk. ada garansi shopee, tp kalo penjual menolak, shopeenga diem bae. capek lama²",0,02 Maret 2021
Vicky Gunawan,"Untuk Pengembalian Dana Ke Rekening Pemilik Terlalu Ribet Harus KTP alamat dan lain.a , setelah KTP terfertivikasi harus daftar.in no rekening bank dulu dan nunggu lagi d vertifikasi. walau emang untuk keamanan tapi kesannya malah sangat menyusahkan pengguna..!!!",0,02 Maret 2021
AL Nizar,Kembalikan jasa pengiriman seperti dulu agar bisa pilih ekpedisi sesuai keinginan pembeli.,0,17 Maret 2021
Alfin Afandi,Kenapa biaya penanganan semakin mahal? & kenapa expedisi pengiriman juga akan dipilihkan shopee? Kenapa?,0,24 Februari 2021
Bonot Ajah,cukup bagus..tapi tolong untuk penulisan alamat yg detail harap tidak membtasi karakter (penulisan) karena terkadang salah alamat ssat pesanan di antar di karenakan alamat yg kurang detail,0,08 Maret 2021
MauL FQ,"Bukan di jaringan, tapi dari apk suka lag sendiri. Tolong ditingkatkan lagi, tks.",0,24 Februari 2021
Laily Nahdiyati,"Fitur emas shopee parah banget, jual emas udah 2 minggu dananya ditahan shopee, padahal semuanya udah verif, udah chat cs shopee juga, tapi lamban sekalaihhh, sampe sekarang dananya ga masuk2, udah kek scam aja nih aplikasi",0,19 Februari 2021
Mella Rizki susanti,Knpa sih vocer gratis ongkir pengguna baru gk bisa di pkai hadehhhh...... Mengecewakan sekali!!!!,0,07 Maret 2021
FERMETAN JAYA,"Halo Saya mau tanya, saya seller dan hari ini kenapa pilahan pengiriman via jne jtr tidak ada di shopee??",0,25 Februari 2021
Vira Marisa,"Cocok bintang 1 ,kesellll kakkk kesel kudu ke Alfamart n Indomaret yg jauh untuk top up shopee pay terusss! Shopee kpn bisa gratis ongkir cod???",0,15 Maret 2021
Syarofah Rasnawati,"4 bintang dulu deh, soalnya skrg voucher cashback buat bayar cc makin kecil dapet nya... 😂😂😂",0,02 Maret 2021
Ester Puji Rahayu,"Sudah terdaftar gratis ongkir, tapi belum dapat notifikasi. Sedangkan saya mau daftar lagi katanya sudah terdaftar tapi di produk saya tidak ada keterangan free.",0,04 Maret 2021
Maria Gunawan,Aplikasi bagus bisa beri peluang ke siapa saja. Tapi kemarin ada saler yg hrs nya kembalikan belom juga dikembalikan sampai hampir 1 bulan. Sata lapor tapi kok ga ada feed back nya ya...,0,20 Februari 2021
Rachmat Galank,"Shopee lama"" ga jelas nih masa gratis ongkir dibikin ribet , ga kaya dulu sampah !",0,12 Maret 2021
Wulan Suari,Shopee gimana sih!? Padahal saya baru belanja pakai Shopee. Dan senang sekali karena Shopee punya banyak promo menarik. Tapi pas saya mau Checkout malah ada masalah error D07!! BAGAIMANA? Sekarang saya tidak bisa belanja di Shopee!!!!,0,16 Januari 2021
firdaus Habib,Verifikasi kitas dipersulit nunggu 1x 24jam tdk di setujui pdhal sudah pakai e-KTP foto ditempat terang masih saja di tolak.. Capek berkali2 foto nunggu tetap di tolak.. Saya ditped member gold naik ke platinum.. Kita pembeli bukan penjual toko.,0,04 Maret 2021
Dinda Ku,"Aku saranin bagi para pengguna yg menggunakan aplikasi jgn mau download shoppe buktinya sy pengguna baru mengalami kendala masukin alamat doang, gmn mau belanja.... Iklannya aj bagus tp aplikasinya jelek banget.... Tim CS shoppe ga usa bales dgn alasan clear cache dululah, signal hrus stabil lah,,, balasan anda tuh dr mesin sy tau,,, jadi BASIHLAH MENDING DI HAPUS AJ APLIKASI INI, MENDING DI BLIBLI PROMONYA SEDIKT TP PALING GA TERPERCAYA DAN MEMUDAHKAN ORG BERBELANJA",0,14 Maret 2021
Chau Han,"Mau mendaftar pertama kali,nmer kok bisa sama dng orang lain..aneh banget Gmna mana mau login,klau nmer bisa sma. wah nmer sya buat penipuan ni",0,03 Maret 2021
Lepina Simamora,Aplikasi yang buruk. Mau input produk sangat susah. Live chatnya nggak sabaran. Bikin kesal,0,09 Maret 2021
Riana Kartika,Sangat sangat lemot...masa mau belanja saja susah nya minta ampun...padahal sinyal juga sdah bagus,0,04 Maret 2021
Irsak Sidik,Kenapa kode otp no hp untuk login atau untuk daftar shopee pay gk di kirim Ud berulang ulang aku coba tapi tetap sama . mohon penjelasannya,0,05 Maret 2021
Eko Poernomo,Dulu itu potongan ongkirnya 20.000 tapi kok sekarang cuma 10.000 huh pelit ongkir di t*k* p*d** aja gk pelit ongkir,0,25 Februari 2021
halwah dzal khumairah,"ONGKIRNYA MURAHINN, BANYAKIN TOKO+VOUCHER GRATIS ONGKIR!! YUK BISA YUK SHOPEE🥰 ntar balik lagi pas udah kesampaian yaa, thnk u!",0,09 Maret 2021
Rahmawati Nurul K,"""""""Perangkat ini telah di blokir karena sistem mendeteksi pelanggaran peraturan komunitas kami""""""?? What!!! Apa apa.an ini.6 akun beda nomor ponsel gak bisa dibuka semua.udah di unistal,dan di instal tetap begitu.sumpah sebel banget.padahal ada shopepay nya.Gak bertanggung jawab,Akun gak bisa dibuka.padahal tidak melakukan pelanggaran apa apa.Gak mau tahu,sampai gak bisa dibuka sampai besok lagi.Aku pindah ke Lain Hati.......",0,23 Februari 2021
Fendi Suryadi,"Tolong bantu saya,tiap kali bikin alamat saya slalu salah dan muncul pengingat yg bilang klo ""lokasi saat ini di bulian dan lokasi sbelumnya d mersam""..pdhal sudah d ubah berulang ttap gak bisa mhon bntuanny",0,04 Maret 2021
Hadidih Didih,Saya kasih bintang 2 karna saya pake shopee sudah lama tetapi saya gak dapet playlater cukup kecewa,0,03 Maret 2021
Saktivan DS,Tidak bisa memilih jasa pengiriman tertentu. Bagi saya yg sering pakai jasa id express ini sangat memberatkan,0,17 Maret 2021
Deassy Wulanndary,Hallo kak.. Saya pengguna baru shopiee Dn saya sllu puas dgn brg2nya.. Tpi knpa yac kak kalau yg free ongkir nggak bsa bayar COD??? makasii,0,07 Maret 2021
Pardi Tholle,"Aplikasi selalu berhenti dengan sendirinya, mau isi alamat rumah gagal terus... Aplikasi menurut saya terlalu berat. Tdk seperti L.... A. Ringan dan tdk lemot.",0,22 Februari 2021
Zakia Khairani,"Percuma ada gratis ongkir cod tapi pas chekout gak bisa dipake padahal udah nyari produk sesuai sk, kenapa makin ribet sih!!!! Abis itu lemotnya parah lagi, awalnya sih suka tapi lama lama makin ancur ni aplksi terlalu syarat! Kalo cuma minimal belanja 30rb sih gak masalah ini harus pake jasa pengiriman ini lah harus gini lah gitu lah gimana caranya tau kalo produk itu menggunakan jasa sopi ekspres! Ngeselin kali semua gratis ongkir gak bisa dipakek",0,28 Januari 2021
YOGA PRAMONO,"Parah banget!!! Shopee belain penjual yang nipu padahal di ulasan sudah jelas kalo penjual itu sudah menipu banyak pembeli, tapi Shopee nggak anggep itu penipuan karena kurang bukti 😡😡😡",0,27 Februari 2021
Hadi nunuprnma,Woi lah turunin harga ongkir nya masa nyampe 20.000 donggg kemahalan kalo 12.000 si its ok aja ;((((,0,28 Februari 2021
Agung Jaya Motor,"pengiriman lama, masa dari jakarta timur kebekasi 2 minggu alesan dicek pengirian gagal karena kehabisan waktu, coba dong pihak shoope jangan memihak kepada penjual barang kasih layanan terbaik ke pembeli, ini gajelas kurir shoope express masa lokasi padahal deket bngt barang belum sampe juga kerjanya ngapain aja.",0,13 Maret 2021
AL Nizar,Kembalikan jasa pengiriman seperti dulu agar bisa pilih ekpedisi sesuai keinginan pembeli.,0,17 Maret 2021
thhynmine,"masa saya vertifikasi identitas buat shopeepay gabisa, katanya nomor ktp nya udh di pake akun shopeepay lain pdhl ga pernah dipake sama sekali, error ya? tolong dong shopee saya butuh buat transfer jadi susah!",0,23 Februari 2021
Keyla Chancel,"Aku beli barang di gambar bagus pas datang jelek,terus jugak nih ya macet"" gitu shopi nya ih jelek banget deh aplikasi ini😏🤮🤢!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!¡!!!!!!!!!!!!!!!!!!!!!!!!!!!;!!;!;!!!!!!!:!;;!!!!:!!!!;!;!;;!;!;!!:!:!!:!;!;!;!;!!!!:!:!;:;;:; Tapi boong hayuuuu sopi bagus banyak geratis ongkir terus jugak banyak banget di shoppi yang murah barangnya thank you shoppi btw maaf kasi bintang satu ya karena biar gak ketahuan perank nya haha",0,18 Februari 2021
aqilla cipluk,Sudah dapat shoppe pinjam sudah dapat limit tapi pas masukin no rekening akun dalam peninjauan itu mksudnya gmna ya?,0,06 Maret 2021
formalin sukses,Sebener nya bagus . Barang murah2 tapi kenapa ada orang dalam yg bekerja d shopepay menyalahgunakan . Saya di sms kode dari shoppe suruh ngisi saldo shoppepay. Abis di isi langsung ilang,0,17 Februari 2021
Lia Sari,Binggung deh pakai shoope saya pengguna baru dapet hadiah dituliskannya bisa cod tapi GK bisa??? GK bisa di check out ☹️☹️☹️,0,06 Maret 2021
Yanuar Lutfi,Kenapa ko aplikasi. Shopee saya tidak ada menu shopee foodnya .padahal udah di upgrade berulang kali,0,09 Maret 2021
El Duino,Gak bisa jualan barang. Masukkan ongkir tak bisa disimpan. Aplikasi tak bermutu. Kl belum siap buat aplikasi mending gak usah buat deh. Buka toko offline aja lebih baik.,0,03 Maret 2021
BSN Channel,"gratis ongkir tapi harga barang lebih mahal dari sebelah...sama aja,masih murahan toko sebelah...hahahhaaa",0,28 Februari 2021
PEMBURU SLOT,"semakin kesini semakin membuat kecewa saja shopee...khususnya shopeepay penarikan jika melebihi jam 19:00 maka dana akan masuk 1 hari kerja , harusnya begitu jam oprasional / jam kerja dii mulai langsung di proseskan jangan di perlambat ky gini...uang digital tapi masih banyak kekurangan mending di tutup aja dulu perbaiki dengan matang utamakan kecepatan penarikan jangan bertele-tele susah kalo gini terus",0,03 Maret 2021
Rohan Maulana,"Kenapa penggunaan vousher sekarang dibatasi, jadi ngak bisa beli dalam satu waktu, harus nunggu besok biar voucher bisa digunakan. Jadinya ribet, tolong kembalikan lagi seperti dulu.",0,15 Maret 2021
Pemula Belajar,"Ko akun shopee saya di nonaktivkan yah kenapa kak padahal transaksi normal2 aja buat pembayaran online, katanya melanggar kebijkaan/perarturan.",0,28 Februari 2021
Belitang 00,Aplikasi ini kok lucu ya yg diketik alat elektronic Kok yg muncul pakaian sama sandal,0,17 Maret 2021
Azrul Anam,"Jelek udh gk bisa pilih Layanan kirim,lalu ongkirnya dipilih yang paling mahal, terus kalo udh milih tidak diganti shopee jelek ganti di toko sebelah saja",0,17 Maret 2021
Shelva Indawan,Jarang banget dapat voucher gratis ongkir...mau belanja jd males krn mahalan ongkir nyaaa mehonggg.....tp prnh belanja .... pengiriman nya cepat....,0,03 Maret 2021
Keyla Chancel,"Aku beli barang di gambar bagus pas datang jelek,terus jugak nih ya macet"" gitu shopi nya ih jelek banget deh aplikasi ini😏🤮🤢!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!¡!!!!!!!!!!!!!!!!!!!!!!!!!!!;!!;!;!!!!!!!:!;;!!!!:!!!!;!;!;;!;!;!!:!:!!:!;!;!;!;!!!!:!:!;:;;:; Tapi boong hayuuuu sopi bagus banyak geratis ongkir terus jugak banyak banget di shoppi yang murah barangnya thank you shoppi btw maaf kasi bintang satu ya karena biar gak ketahuan perank nya haha",0,18 Februari 2021
Nadia Nada,"Tolong dong shopee di perbaikin lagi biar kaya dulu,ongkir makin mahal g bisa pilih ekspedisi,klo dah baik nnti ta gnti bintangnya mksii",0,17 Maret 2021
Gifan Agriansyah,"Pesan barang selama 3 hari dan ada notifikasi bahwa paket sudah sampai di tangan saya,tapi saya tidak sama sekali menerima barang tersebut,kerabat,dan orang terdekat juga tidak mengetahui nya,yang saya ragukan pada akhirnya terjadi,lebih efektif bayar di tempat dari pada pengiriman via Alfamart atau Atm,jika barang tidak sampai kalo sistem COD maka uang kita juga aman dan tidak perlu melalui cara rumit seperti pembayaran via Alfamart atau Atm,sekali lagi saya menyesal telah belanja di sini.",0,20 Februari 2021
ahmad yasin,"Saya pengguna lama shopee,tapi baru kali ini saya g bs masuk akun shopee,tiap masuk keluar sendiri terus udh hampir satu minggu begitu terus,trs aku coba hapus akun nya,lalu skrg aku instal lagi tp ga bisa2 imstal ulang tertunda terus muter2 sungguh mengecewakan shopee ada apa seh??",0,25 Januari 2021
Ahmad Fauzan,"Pas nonton live klaim koin gagal terus padahal jaringan bagus banget, seakan mempersulit pengguna",0,14 Maret 2021
Siti Hania,gimana si aku udah daftar tapi kode nya engggak di kirim kirim sama OTP shoppee bikin kesel aja biasana kan langsung di kirim,0,11 Maret 2021
Nia Widia,"Skrg mah ga ngerti dengan cara pengiriman nya,kok jdi gitu sih,dan kok ongkir tambah naik?,selama ini pakai biasa sja, lebih baik oleng d😑",0,16 Maret 2021
Athing 19,"Kenapa ada telpon yang mengatas namakan shopee yang berbicara ""Selamat ibu mendapatkan cashback dadi shopee"" tolong di tindak lebih lanjut agar tidak terjadi lagiii karna org itu melakukan spam kepada no saya jujur saja saya sangat risih akan hal itu",0,24 Februari 2021
retno nurhayati,Sering error dan point dr riview setelah pembelian barang banyak yg tdk masuk kalo 1 ga masalah ini ada 4 yg ga masuk. Sudah komplain cs katanya 1x24 jam nyatanya tdk masuk sma sekali. Pake paket voucher pun pd akhirnya ga d pake cz ga smw toko dpt potongan ongkir dr voucher paketan ongkir yg d beli,0,10 Maret 2021
Sity dewi rumkana channel,"Sebel. Enggak bisa-bisa cekout belanjaan, gara-gara di suruh masukin nomor telpon, terus pas udahdi masukin nomor telpon di suruh foto KTP. Maksudnya apa ya? Kan kalo KTP itu data diri, bahaya enggak nih kalau kirim foto KTP. Takutnya nanti di salah gunakan sama orang yang enggak bertanggung jawab.",0,24 Februari 2021
br bR,"Cash back selalu koin,dan itu harus nunggu 2x24 jam bru bsa di claim ribet gak otomatis gak ad perubahan payah2 kecewa!",0,08 Maret 2021
Adi Winaryanto,Paylater kok pada hilang gak muncul kemana? Jangan bikin aturan yang aneh-aneh lah sudah bagus yang dulu jangan persulit buyer/seller untuk transaksi.,0,05 Maret 2021
akmal CL,"Pihak shopee gimana sih anjink, kok username g bisa di pake anjink gimana mau beli apa apa nih nanti namanya bukan nama gw jink😤😤",0,15 Maret 2021
sanstuye,Saya pesan token listrik sudah bayar masa harus nunggu 4jam buat konfirmasi pesnaan. Yang jelas ganggu sekali keadaan mendesak.,0,28 Februari 2021
Virna Firgina,Aku kurangin bintang nya karena shopee sekarang ga bisa pilih jasa kurir yang kita pengen.....setelah di update makin ga nyaman belanja di shopee,0,17 Maret 2021
Ajeng Dwi Kurniasari,Terlalu diskriminasi skrg..yang diksh gratis ongkir cuma yg bayar pake shopee pay..padahal itu riba jatuhnya..pindah ke si hijau aja lah..,0,25 Februari 2021
adzkia tv,tiap bulan update aplikasi..tp server tetep lemot... bikin males mau blanja... benah in servernya woe...,0,04 Maret 2021
Fahrur Rozaq lol,Agak kecewa sih soalnya aku dah nuggu Berjam jam buat paket dateng eh malah bilangnya (paket gagal di kirim pelagan tidak di tempat) padahal aku di rumah terus! Kek gitu tuh bikin aku kesel banget!,0,04 Maret 2021
Zayn Alexsa,saya baru banget pake shope nga tau kllo ada penipu model ngambil akun saya yah lewat kode sopypay karna sblum nya saya pake aplikasi belnja sebelh udah bertahun tahhun belnja online nga pernh ketemu sama yang namnya pencuri akun saya nga ngerti sih sistem shope kya gimna bisa sampe gampang banget buat orang nyuri akun cumn dengan kode sopypay .mana saya baru pesen barang smpe skrng nga ada raib dah pesenan saya,0,13 Maret 2021
Fitria marta siska_18-0258,Kok lama banget sih saat menginstak apsa nya padahal saya sudah pake wifi kenapa tolong di bantu ya,0,14 Maret 2021
Eliz Morin,Khusus wilayah PAPUA BARAT KABUPATEN SORONG kelurahan mana saja yang mendukung pembayaran COD,0,06 Maret 2021
Mochammad Yanuar,"Holla saya mau nanya, ini kenapa daerah tokonya sekarang gak nongol ya? Saya jadi susah nyari toko terdekat, kalau saya filter only jabodetabek dia gasemua toko nongol kadang ada aja toko yg ulasan udah bagus, barang bagus tapi gada ketika di filter. Coba tolong di perbaiki lagi sistemnya, pffttt ternyata adminnya gangerti sama apa yang saya tanya",0,27 Februari 2021
Restu Andhika,Saya kurangi kembali karena untuk spaylater saya masih belum ada.. pdahal sudah meningkatkan belanja..,0,08 Maret 2021
Pengguna Google,"dulu sangat suka sekali sama shoppe tp lama lama aku gasuka dan kesal soalnya shoppe skrg celit,aku pengguna baru di hp lain uda gabisa gratis ongkir trus dapatkan vocher gratis ongkir juga celit",0,28 Februari 2021
Irma Rahayu,"Shopee makin pelit ga kayak dulu, makin males belanja2 di shopee, gada event menarik, balikin shopee kyk dulu pls omg. Antusias banget pas ada 2.2 eh ternyata cashbacknya dikiiiiittt banget, parah sih shopee, shopee ngerombak2 apk mulu deh, mending benerin kinerjanya!",0,16 Maret 2021
bhakti setiawan,Gimana sih daftar akun di shopee di kasih nm salah di kasih nomer salah tolong ajarin,0,16 Maret 2021
Rindu pulsa,Aplikasi sangat mengecewakan aplikasinya sangat lelet menguras emosi padahal Jaringan hp saya stabil...,0,13 Maret 2021
Lepina Simamora,Aplikasi yang buruk. Mau input produk sangat susah. Live chatnya nggak sabaran. Bikin kesal,0,09 Maret 2021
BagasKrissna,"Server ngadat ya? abis uninstall, terus install lagi kok tetep ga bisa.. bintang 1 aja dehh biar di perbaiki",0,14 Maret 2021
Safuan Dami,"Sangat burukkk.. Mau tambah lokasi aja susah nya minta ampun. Pdhl jelas"" Pin lokasi sudah benar.",0,11 Maret 2021
Kuswandi,"Tolong kepada Pihak Developer Shopee Perbaiki Jasa Pengiriman Barang, agar tidak Kelamaan Waktu Pengiriman Barangnya.!! 😠😡",0,04 Maret 2021
Hansa Sa,"""Flash sale"" & ""Flash voucher"" serba konyol. Saat flash sale harga yang ditetapkan shopee sering kali malah lebih mahal dari harga jual toko tsb sesaat sebelum flash sale mulai, karena itu saya sarankan cek dahulu harga di toko sebelum flash sale mulai. Yang paling buruk adalah ""flash voucher""!! Dari 10 pembelian menggunakan flash voucher 8 dibatalkan toko dengan berbagai alasan. Dan bahkan 2 yg dikirim, produk tidak ada yang sama dengan yang dibeli. (Saling lempar kesalahan? Mending TOKOPEDIA)",0,14 Januari 2021
